"action","boro","building","camis","critical_flag","cuisine_description","dba","inspection_date","inspection_type","phone","record_date","score","street","violation_code","violation_description","zipcode","grade","grade_date"
"Violations were cited in the following area(s).","MANHATTAN","632",41311425,"Critical","American","DEAN & DELUCA NEW YORK",2017-04-04,"Cycle Inspection / Initial Inspection","2124308312",2017-10-19 06:00:49,20,"WEST   28 STREET","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","139",50044002,"Not Critical","Juice, Smoothies, Fruit Salads","BALLY TOTAL FITNESS JUICE BAR",2016-02-03,"Pre-permit (Operational) / Re-inspection","2124651750",2017-10-19 06:00:49,7,"W 32ND ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2016-02-03
"Violations were cited in the following area(s).","MANHATTAN","338",50053719,"Not Critical","Chinese","AARONS CHINESE AND THAI RESTAURANT",2016-12-13,"Pre-permit (Operational) / Initial Inspection","2125609858",2017-10-19 06:00:49,19,"9TH AVE","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","450",50056104,"Not Critical","American","RGA CAFE & COFFEE BAR",2016-12-13,"Pre-permit (Operational) / Re-inspection","9737399060",2017-10-19 06:00:49,24,"W 33RD ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"B",2016-12-13
"Violations were cited in the following area(s).","MANHATTAN","299",41629572,"Critical","Spanish","PORTENO",2016-04-18,"Cycle Inspection / Re-inspection","2126959694",2017-10-19 06:00:49,12,"10 AVENUE","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10001,"A",2016-04-18
"Violations were cited in the following area(s).","MANHATTAN","0",41060816,"Not Critical","Sandwiches/Salads/Mixed Buffet","PRIMO CAPPUCCINO II",2015-01-05,"Cycle Inspection / Initial Inspection","2125631077",2017-10-19 06:00:49,17,"PENN STATION","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","641",41100993,"Not Critical","Sandwiches","WICHCRAFT",2014-10-28,"Cycle Inspection / Initial Inspection","2127800577",2017-10-19 06:00:49,11,"WEST   27 STREET","09C","Food contact surface not properly maintained.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","0",41004133,"Critical","American","PRIMO CAPPUCCINO",2017-07-21,"Cycle Inspection / Initial Inspection","2125637621",2017-10-19 06:00:49,7,"PENN STATION","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,"A",2017-07-21
"Violations were cited in the following area(s).","MANHATTAN","0",41449961,"Critical","Japanese","PENN SUSHI",2015-12-29,"Cycle Inspection / Initial Inspection","2125645496",2017-10-19 06:00:49,9,"PENN STATION","02B","Hot food item not held at or above 140Âº F.",10001,"A",2015-12-29
"Violations were cited in the following area(s).","MANHATTAN","34",40659340,"Critical","Korean","SEOUL GARDEN",2015-03-18,"Cycle Inspection / Initial Inspection","2127369002",2017-10-19 06:00:49,29,"WEST   32 STREET","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","240",41351354,"Not Critical","Spanish","TXIKITO",2014-04-29,"Cycle Inspection / Initial Inspection","2122424730",2017-10-19 06:00:49,27,"9 AVENUE","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","1178",50016246,"Not Critical","American","DIG INN SEASONAL MARKET",2014-12-29,"Pre-permit (Operational) / Re-inspection","2125457867",2017-10-19 06:00:49,13,"BROADWAY","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",10001,"A",2014-12-29
"Violations were cited in the following area(s).","MANHATTAN","220",40545546,"Critical","American","CAFE 31",2016-07-12,"Cycle Inspection / Initial Inspection","2126955966",2017-10-19 06:00:49,41,"WEST   31 STREET","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","166",50001048,"Not Critical","Pizza","99 CENTS BEST & FRESH PIZZA",2017-04-17,"Cycle Inspection / Initial Inspection","2124882388",2017-10-19 06:00:49,7,"WEST 27 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2017-04-17
"Violations were cited in the following area(s).","MANHATTAN","360",50052785,"Critical","American","Bravo Pizza",2017-04-24,"Cycle Inspection / Initial Inspection","2122351114",2017-10-19 06:00:49,13,"7TH AVE","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","210",50010054,"Critical","Irish","JOHN SULLIVAN'S PUB",2015-06-01,"Cycle Inspection / Re-inspection","2129937223",2017-10-19 06:00:49,12,"W 35TH ST","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,"A",2015-06-01
"Violations were cited in the following area(s).","MANHATTAN","36",50004269,"Critical","Mediterranean","PERGOLA 36",2014-11-12,"Cycle Inspection / Initial Inspection","2126794842",2017-10-19 06:00:49,15,"W 28TH ST","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","536",41407809,"Critical","American","SCORES",2016-05-10,"Cycle Inspection / Initial Inspection","2128684900",2017-10-19 06:00:49,13,"WEST 28 STREET","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN",NA,50067032,"Critical","Pizza","DEATH AVENUE",2017-10-12,"Pre-permit (Operational) / Initial Inspection","2126958080",2017-10-19 06:00:49,11,"10TH AVE","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"A",2017-10-12
"Violations were cited in the following area(s).","MANHATTAN","122",41444184,"Critical","American","THE AINSWORTH",2016-12-21,"Cycle Inspection / Re-inspection","2127410646",2017-10-19 06:00:49,7,"WEST   26 STREET","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"A",2016-12-21
"Violations were cited in the following area(s).","MANHATTAN","2",50016678,"Critical","Korean","E-MO KIMBAB",2017-02-13,"Cycle Inspection / Initial Inspection","2125941416",2017-10-19 06:00:49,24,"W 32ND ST","03A","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","134",41703394,"Critical","American","PIONEERS BAR & LOUNGE",2017-08-16,"Cycle Inspection / Re-inspection","2127142222",2017-10-19 06:00:49,18,"WEST   29 STREET","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"Z",2017-08-16
"Violations were cited in the following area(s).","MANHATTAN","151",40799399,"Not Critical","Hamburgers","MCDONALD'S",2016-02-17,"Cycle Inspection / Initial Inspection","2125941964",2017-10-19 06:00:49,12,"WEST   34 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",2016-02-17
"Violations were cited in the following area(s).","MANHATTAN","641",41100993,"Not Critical","Sandwiches","WICHCRAFT",2015-09-02,"Cycle Inspection / Initial Inspection","2127800577",2017-10-19 06:00:49,12,"WEST   27 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","2",41649359,"Critical","CafÃ©/Coffee/Tea","DUNKIN' DONUTS",2017-09-29,"Cycle Inspection / Initial Inspection","2126437083",2017-10-19 06:00:49,18,"PENNSYLVANIA PLAZA","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","330",50008103,"Critical","American","PANERA BREAD",2015-12-07,"Cycle Inspection / Initial Inspection","2129678683",2017-10-19 06:00:49,13,"5TH AVE","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,"A",2015-12-07
"Violations were cited in the following area(s).","MANHATTAN","28",41368836,"Not Critical","Bottled beverages, including water, sodas, juices, etc.","GAGOPA MUSIC STUDIO",2015-02-03,"Cycle Inspection / Initial Inspection","2129675353",2017-10-19 06:00:49,13,"WEST   32 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2015-02-03
"Violations were cited in the following area(s).","MANHATTAN","11",41146119,"Critical","Sandwiches/Salads/Mixed Buffet","EUROPA CAFE",2017-10-05,"Cycle Inspection / Initial Inspection","2126953939",2017-10-19 06:00:49,18,"PENN PLAZA","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","423",41394237,"Critical","Chinese","GOLDEN CITY CHINESE RESTAURANT",2014-08-18,"Cycle Inspection / Initial Inspection","2126439232",2017-10-19 06:00:49,21,"9 AVENUE","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","240",41687345,"Not Critical","Irish","JACK DOYLES PUB & RESTAURANT",2016-05-16,"Cycle Inspection / Re-inspection","2122681255",2017-10-19 06:00:49,12,"WEST   35 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2016-05-16
"Violations were cited in the following area(s).","MANHATTAN","151",41290590,"Critical","CafÃ©/Coffee/Tea","STARBUCKS",2014-12-02,"Cycle Inspection / Initial Inspection","2122683695",2017-10-19 06:00:49,10,"WEST   34 STREET","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,"A",2014-12-02
"Violations were cited in the following area(s).","MANHATTAN","39",50032885,"Not Critical","Sandwiches/Salads/Mixed Buffet","STOP & EAT",2017-06-30,"Cycle Inspection / Initial Inspection","2122169196",2017-10-19 06:00:49,8,"W 31ST ST","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10001,"A",2017-06-30
"Violations were cited in the following area(s).","MANHATTAN","37",41200526,"Critical","Korean","SHILLA KOREAN BARBECUE HOUSE",2015-04-16,"Cycle Inspection / Re-inspection","2129671880",2017-10-19 06:00:49,25,"WEST   32 STREET","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10001,"B",2015-04-16
"Violations were cited in the following area(s).","MANHATTAN","304",41004963,"Critical","Mexican","CHIPOTLE MEXICAN GRILL",2017-07-03,"Cycle Inspection / Initial Inspection","2122684197",2017-10-19 06:00:49,41,"WEST   34 STREET","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","1178",50016246,"Critical","American","DIG INN SEASONAL MARKET",2014-12-29,"Pre-permit (Operational) / Re-inspection","2125457867",2017-10-19 06:00:49,13,"BROADWAY","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10001,"A",2014-12-29
"Violations were cited in the following area(s).","MANHATTAN","36",50004269,"Not Critical","Mediterranean","PERGOLA 36",2015-10-23,"Cycle Inspection / Initial Inspection","2126794842",2017-10-19 06:00:49,16,"W 28TH ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","225",41458254,"Critical","Bagels/Pretzels","BEST BAGEL & COFFEE",2016-10-19,"Cycle Inspection / Initial Inspection","2125644409",2017-10-19 06:00:49,11,"WEST 35 STREET","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"A",2016-10-19
"Violations were cited in the following area(s).","MANHATTAN","240",41687345,"Critical","Irish","JACK DOYLES PUB & RESTAURANT",2015-05-01,"Cycle Inspection / Initial Inspection","2122681255",2017-10-19 06:00:49,10,"WEST   35 STREET","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"A",2015-05-01
"Violations were cited in the following area(s).","MANHATTAN","240",41351354,"Critical","Spanish","TXIKITO",2014-04-29,"Cycle Inspection / Initial Inspection","2122424730",2017-10-19 06:00:49,27,"9 AVENUE","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","835",50035940,"Critical","Portuguese","LUPULO",2016-05-19,"Cycle Inspection / Initial Inspection","2122907600",2017-10-19 06:00:49,22,"6TH AVE","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","0",41060816,"Critical","Sandwiches/Salads/Mixed Buffet","PRIMO CAPPUCCINO II",2014-08-05,"Cycle Inspection / Re-inspection","2125631077",2017-10-19 06:00:49,10,"PENN STATION","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,"A",2014-08-05
"Violations were cited in the following area(s).","MANHATTAN","30",50046914,"Critical","Korean","SHANGHAI MONG",2016-10-12,"Pre-permit (Operational) / Re-inspection","2126296450",2017-10-19 06:00:49,25,"W 32ND ST","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"B",2016-10-12
"Violations were cited in the following area(s).","MANHATTAN","205",40697315,"Not Critical","CafÃ©/Coffee/Tea","STARBUCKS",2017-07-07,"Cycle Inspection / Initial Inspection","2122791122",2017-10-19 06:00:49,12,"WEST   34 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2017-07-07
"Violations were cited in the following area(s).","MANHATTAN","335",50036014,"Not Critical","Hamburgers","MCDONALDS",2015-08-12,"Pre-permit (Operational) / Initial Inspection","2126331107",2017-10-19 06:00:49,13,"8TH AVE","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2015-08-12
"Violations were cited in the following area(s).","MANHATTAN","494",50037346,"Critical","French","BY SUZETTE",2016-06-09,"Cycle Inspection / Re-inspection","6467506217",2017-10-19 06:00:49,10,"8TH AVE","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,"A",2016-06-09
"Violations were cited in the following area(s).","MANHATTAN","10",50009132,"Critical","American","DUNKIN' DONUTS",2015-05-08,"Cycle Inspection / Initial Inspection","2122390173",2017-10-19 06:00:49,30,"W 33RD ST","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","5355",41164822,"Not Critical","Japanese","35 DUET",2014-10-28,"Smoke-Free Air Act / Initial Inspection","6464730826",2017-10-19 06:00:49,NA,"WEST   35 STREET","15L","Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","1250",41694144,"Critical","Korean","GAONNURI",2016-01-13,"Cycle Inspection / Re-inspection","2129719045",2017-10-19 06:00:49,21,"BROADWAY","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,"B",2016-01-13
"Violations were cited in the following area(s).","MANHATTAN","22",41276535,"Critical","American","PAUL'S RESTAURANT",2015-12-03,"Cycle Inspection / Initial Inspection","2123071111",2017-10-19 06:00:49,7,"WEST   34 STREET","02B","Hot food item not held at or above 140Âº F.",10001,"A",2015-12-03
"Violations were cited in the following area(s).","MANHATTAN","165",41387224,"Not Critical","African","B AND B RESTAURANT",2015-08-31,"Cycle Inspection / Re-inspection","6464298174",2017-10-19 06:00:49,17,"WEST   26 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"B",2015-08-31
"Violations were cited in the following area(s).","MANHATTAN","433",50040401,"Not Critical","Delicatessen","FOOD FAIR DELI & PIZZA",2017-03-20,"Administrative Miscellaneous / Re-inspection","2125632188",2017-10-19 06:00:49,NA,"W 34TH ST","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","205",41028662,"Critical","Indian","SWAGAT INDIAN RESTAURANT",2016-03-24,"Cycle Inspection / Initial Inspection","2129677373",2017-10-19 06:00:49,11,"WEST   29 STREET","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10001,"A",2016-03-24
"Violations were cited in the following area(s).","MANHATTAN","1271",50013048,"Critical","American","THE HAROLD",2015-09-18,"Cycle Inspection / Initial Inspection","2126861888",2017-10-19 06:00:49,16,"BROADWAY","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","159",41668452,"Critical","Pizza/Italian","SBARRO",2016-04-22,"Cycle Inspection / Initial Inspection","2125641909",2017-10-19 06:00:49,42,"WEST   33 STREET","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","299",50058559,"Not Critical","American","PRET A MANGER",2017-08-28,"Cycle Inspection / Initial Inspection","6467280505",2017-10-19 06:00:49,12,"7TH AVE","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2017-08-28
"Violations were cited in the following area(s).","MANHATTAN","330",50009573,"Critical","Thai","SONG KRAN THAI",2015-01-20,"Cycle Inspection / Initial Inspection","2122398792",2017-10-19 06:00:49,16,"8TH AVE","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","132",50001520,"Not Critical","American","FRIEDMAN'S",2017-04-17,"Cycle Inspection / Initial Inspection","2129719400",2017-10-19 06:00:49,12,"WEST 31 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2017-04-17
"Violations were cited in the following area(s).","MANHATTAN","139",41579144,"Not Critical","Middle Eastern","SALT AND PEPPER DINER",2017-08-08,"Cycle Inspection / Initial Inspection","2122681919",2017-10-19 06:00:49,30,"WEST   33 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","11",41722462,"Not Critical","Korean","MK KARAOKE",2014-04-15,"Cycle Inspection / Re-inspection","2125643436",2017-10-19 06:00:49,22,"WEST   32 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"B",2014-04-15
"Violations were cited in the following area(s).","MANHATTAN","500",50057778,"Critical","American","WHITMANS",2017-02-27,"Pre-permit (Operational) / Initial Inspection","2128371416",2017-10-19 06:00:49,9,"W 30TH ST","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,"A",2017-02-27
"Violations were cited in the following area(s).","MANHATTAN","11",41667050,"Critical","Korean","MARU",2014-06-03,"Cycle Inspection / Initial Inspection","2122733413",2017-10-19 06:00:49,28,"W 32ND ST","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","34",50048817,"Critical","Korean","BARN JOO 35",2017-09-05,"Cycle Inspection / Re-inspection","2125644430",2017-10-19 06:00:49,13,"W 35TH ST","02B","Hot food item not held at or above 140Âº F.",10001,"A",2017-09-05
"Violations were cited in the following area(s).","MANHATTAN","641",41100993,"Critical","Sandwiches","WICHCRAFT",2014-11-24,"Cycle Inspection / Re-inspection","2127800577",2017-10-19 06:00:49,10,"WEST   27 STREET","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2014-11-24
"Violations were cited in the following area(s).","MANHATTAN","408",41201205,"Not Critical","Pizza","FAMOUS AMADEUS PIZZA",2016-03-04,"Cycle Inspection / Initial Inspection","2129041112",2017-10-19 06:00:49,11,"8 AVENUE","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",2016-03-04
"Violations were cited in the following area(s).","MANHATTAN","655",50044489,"Not Critical","American","STARBUCKS",2016-01-19,"Pre-permit (Operational) / Initial Inspection","2122162434",2017-10-19 06:00:49,2,"W 34TH ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2016-01-19
"Violations were cited in the following area(s).","MANHATTAN","122",41444184,"Not Critical","American","THE AINSWORTH",2017-10-17,"Cycle Inspection / Re-inspection","2127410646",2017-10-19 06:00:49,32,"WEST   26 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"Z",2017-10-17
"Violations were cited in the following area(s).","MANHATTAN","11",50000138,"Not Critical","Korean","FOOD GALLERY 32",2015-11-17,"Cycle Inspection / Initial Inspection","2129671678",2017-10-19 06:00:49,20,"W 32ND ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","818",50014962,"Not Critical","Donuts","DUNKIN' DONUTS",2014-10-27,"Pre-permit (Operational) / Initial Inspection","2123959280",2017-10-19 06:00:49,13,"6TH AVE","10I","Single service item reused, improperly stored, dispensed; not used when required.",10001,"A",2014-10-27
"Violations were cited in the following area(s).","MANHATTAN","413",40365882,"Critical","Pizza","NEW YORK PIZZA SUPREMA",2015-10-19,"Cycle Inspection / Re-inspection","2125948939",2017-10-19 06:00:49,5,"8 AVENUE","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"A",2015-10-19
"Violations were cited in the following area(s).","MANHATTAN","393",41543738,"Critical","Chinese","NEW DYNASTY",2014-06-30,"Cycle Inspection / Re-inspection","2125949734",2017-10-19 06:00:49,11,"8 AVENUE","02B","Hot food item not held at or above 140Âº F.",10001,"A",2014-06-30
"Violations were cited in the following area(s).","MANHATTAN","9",50040296,"Critical","Korean","GAMMEEOK",2015-09-04,"Pre-permit (Operational) / Initial Inspection","2128681180",2017-10-19 06:00:49,36,"W 32ND ST","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","348",50009555,"Critical","Vegetarian","VLIFE",2016-12-23,"Cycle Inspection / Re-inspection","2127601900",2017-10-19 06:00:49,12,"7TH AVE","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10001,"A",2016-12-23
"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","MANHATTAN","401",50065591,"Critical","Delicatessen","PENN MARKET",2017-06-28,"Pre-permit (Operational) / Initial Inspection","2122441010",2017-10-19 06:00:49,83,"8TH AVE","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","102",50008353,"Critical","French","WAFELS & DINGES",2017-06-08,"Cycle Inspection / Initial Inspection","2125162947",2017-10-19 06:00:49,25,"W 35TH ST","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","7",50057995,"Not Critical","Other","AMAZON NYC",2017-06-20,"Pre-permit (Operational) / Initial Inspection","9173092522",2017-10-19 06:00:49,12,"W 34TH ST","09C","Food contact surface not properly maintained.",10001,"A",2017-06-20
"Violations were cited in the following area(s).","MANHATTAN","251",50006441,"Critical","American","SLAKE",2014-05-16,"Pre-permit (Operational) / Initial Inspection","2126958970",2017-10-19 06:00:49,24,"W 30TH ST","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","30",50046914,"Critical","Korean","SHANGHAI MONG",2016-09-16,"Pre-permit (Operational) / Initial Inspection","2126296450",2017-10-19 06:00:49,33,"W 32ND ST","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","25",50056626,"Critical","Korean","BBQ OLIVE CHICKEN",2017-05-24,"Cycle Inspection / Re-inspection","2129678093",2017-10-19 06:00:49,12,"W 32ND ST","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2017-05-24
"Violations were cited in the following area(s).","MANHATTAN","116",41475994,"Not Critical","American","HAMPTON INN-HERALD SQUARE",2015-10-19,"Cycle Inspection / Initial Inspection","2129479700",2017-10-19 06:00:49,19,"WEST   31 STREET","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,NA,NA
